Signal data for event #14786 with energy 999.3652218749529
<z>	<x>	<t>	<nph>
6	7	10	710.0
6	8	10	477.0
6	9	10	408.0
7	0	10	3786.0
7	1	10	3859.0
7	2	10	3838.0
7	3	10	3295.0
7	4	10	2671.0
7	5	10	2718.0
7	6	10	2725.0
7	7	10	1909.0
7	8	10	1319.0
7	9	10	1344.0
8	0	10	10342.0
8	1	10	10069.0
8	2	10	8375.0
8	3	10	7684.0
8	4	10	7989.0
8	5	10	8361.0
8	6	10	6745.0
8	7	10	5017.0
8	8	10	3991.0
8	9	10	3816.0
9	0	10	8670.0
9	1	10	8958.0
9	2	10	10986.0
9	3	10	12515.0
9	4	10	11743.0
9	5	10	11510.0
9	6	10	10915.0
9	7	10	9537.0
9	8	10	7674.0
9	9	10	6946.0
0	0	11	251.0
0	1	11	254.0
0	2	11	247.0
0	3	11	268.0
0	4	11	263.0
0	5	11	245.0
0	6	11	259.0
0	7	11	266.0
0	8	11	248.0
0	9	11	244.0
1	0	11	284.0
1	1	11	283.0
1	2	11	263.0
1	3	11	264.0
1	4	11	263.0
1	5	11	246.0
1	6	11	244.0
1	7	11	234.0
1	8	11	224.0
1	9	11	240.0
2	0	11	275.0
2	1	11	266.0
2	2	11	286.0
2	3	11	291.0
2	4	11	276.0
2	5	11	268.0
2	6	11	245.0
2	7	11	235.0
2	8	11	231.0
2	9	11	206.0
3	0	11	307.0
3	1	11	306.0
3	2	11	310.0
3	3	11	318.0
3	4	11	277.0
3	5	11	271.0
3	6	11	247.0
3	7	11	167.0
3	8	11	169.0
3	9	11	152.0
4	0	11	247.0
4	1	11	262.0
4	2	11	272.0
4	3	11	245.0
4	4	11	259.0
4	5	11	211.0
4	6	11	190.0
4	7	11	184.0
4	8	11	119.0
4	9	11	100.0
5	0	11	686.0
5	1	11	678.0
5	2	11	645.0
5	3	11	612.0
5	4	11	578.0
5	5	11	509.0
5	6	11	414.0
5	7	11	334.0
5	8	11	301.0
5	9	11	286.0
6	0	11	1208.0
6	1	11	1197.0
6	2	11	1121.0
6	3	11	1058.0
6	4	11	968.0
6	5	11	930.0
6	6	11	919.0
6	7	11	917.0
6	8	11	1029.0
6	9	11	928.0
7	0	11	1623.0
7	1	11	1635.0
7	2	11	2143.0
7	3	11	2532.0
7	4	11	2416.0
7	5	11	2209.0
7	6	11	2308.0
7	7	11	2914.0
7	8	11	3052.0
7	9	11	2557.0
8	0	11	1678.0
8	1	11	1696.0
8	2	11	2172.0
8	3	11	2621.0
8	4	11	2807.0
8	5	11	3022.0
8	6	11	3848.0
8	7	11	4762.0
8	8	11	5378.0
8	9	11	4823.0
9	0	11	1595.0
9	1	11	1531.0
9	2	11	1516.0
9	3	11	1493.0
9	4	11	2017.0
9	5	11	2693.0
9	6	11	3784.0
9	7	11	5546.0
9	8	11	6237.0
9	9	11	5887.0
0	0	12	152.0
0	1	12	144.0
0	2	12	155.0
0	3	12	152.0
0	4	12	180.0
0	5	12	186.0
0	6	12	180.0
0	7	12	204.0
0	8	12	218.0
0	9	12	216.0
1	0	12	160.0
1	1	12	158.0
1	2	12	184.0
1	3	12	188.0
1	4	12	197.0
1	5	12	246.0
1	6	12	236.0
1	7	12	214.0
1	8	12	237.0
1	9	12	227.0
2	0	12	176.0
2	1	12	197.0
2	2	12	193.0
2	3	12	201.0
2	4	12	204.0
2	5	12	220.0
2	6	12	270.0
2	7	12	250.0
2	8	12	232.0
2	9	12	285.0
3	0	12	141.0
3	1	12	132.0
3	2	12	155.0
3	3	12	159.0
3	4	12	181.0
3	5	12	211.0
3	6	12	239.0
3	7	12	297.0
3	8	12	353.0
3	9	12	318.0
4	0	12	398.0
4	1	12	382.0
4	2	12	364.0
4	3	12	392.0
4	4	12	398.0
4	5	12	423.0
4	6	12	456.0
4	7	12	447.0
4	8	12	500.0
4	9	12	536.0
5	0	12	673.0
5	1	12	664.0
5	2	12	666.0
5	3	12	662.0
5	4	12	697.0
5	5	12	721.0
5	6	12	691.0
5	7	12	749.0
5	8	12	772.0
5	9	12	788.0
6	0	12	1370.0
6	1	12	1380.0
6	2	12	1368.0
6	3	12	1363.0
6	4	12	1532.0
6	5	12	1565.0
6	6	12	1450.0
6	7	12	1387.0
6	8	12	1383.0
6	9	12	1598.0
7	0	12	2135.0
7	1	12	2155.0
7	2	12	2217.0
7	3	12	2264.0
7	4	12	2328.0
7	5	12	2376.0
7	6	12	2334.0
7	7	12	2194.0
7	8	12	2239.0
7	9	12	2509.0
8	0	12	3792.0
8	1	12	3815.0
8	2	12	3902.0
8	3	12	3849.0
8	4	12	3524.0
8	5	12	3269.0
8	6	12	3210.0
8	7	12	2867.0
8	8	12	2659.0
8	9	12	2557.0
9	0	12	5905.0
9	1	12	5856.0
9	2	12	5739.0
9	3	12	5628.0
9	4	12	5173.0
9	5	12	4452.0
9	6	12	3960.0
9	7	12	3412.0
9	8	12	2703.0
9	9	12	2164.0
0	0	13	179.0
0	1	13	196.0
0	2	13	165.0
0	3	13	157.0
0	4	13	148.0
0	5	13	133.0
0	6	13	127.0
0	7	13	115.0
0	8	13	107.0
0	9	13	129.0
1	0	13	166.0
1	1	13	158.0
1	2	13	160.0
1	3	13	155.0
1	4	13	153.0
1	5	13	121.0
1	6	13	119.0
1	7	13	135.0
1	8	13	122.0
1	9	13	113.0
2	0	13	179.0
2	1	13	173.0
2	2	13	162.0
2	3	13	150.0
2	4	13	162.0
2	5	13	145.0
2	6	13	112.0
2	7	13	134.0
2	8	13	120.0
2	9	13	107.0
3	0	13	302.0
3	1	13	313.0
3	2	13	302.0
3	3	13	263.0
3	4	13	267.0
3	5	13	242.0
3	6	13	241.0
3	7	13	246.0
3	8	13	208.0
3	9	13	219.0
4	0	13	448.0
4	1	13	475.0
4	2	13	476.0
4	3	13	442.0
4	4	13	418.0
4	5	13	430.0
4	6	13	376.0
4	7	13	365.0
4	8	13	341.0
4	9	13	333.0
5	0	13	932.0
5	1	13	875.0
5	2	13	912.0
5	3	13	934.0
5	4	13	936.0
5	5	13	959.0
5	6	13	1007.0
5	7	13	1040.0
5	8	13	1043.0
5	9	13	1045.0
6	0	13	1817.0
6	1	13	1779.0
6	2	13	1845.0
6	3	13	1915.0
6	4	13	1937.0
6	5	13	2044.0
6	6	13	2052.0
6	7	13	2017.0
6	8	13	2115.0
6	9	13	2157.0
7	0	13	2915.0
7	1	13	2925.0
7	2	13	2970.0
7	3	13	3012.0
7	4	13	3066.0
7	5	13	3239.0
7	6	13	3359.0
7	7	13	3401.0
7	8	13	3419.0
7	9	13	3399.0
8	0	13	2875.0
8	1	13	2853.0
8	2	13	2879.0
8	3	13	3043.0
8	4	13	3394.0
8	5	13	3846.0
8	6	13	4201.0
8	7	13	4581.0
8	8	13	4905.0
8	9	13	5121.0
9	0	13	1658.0
9	1	13	1696.0
9	2	13	1954.0
9	3	13	2345.0
9	4	13	2839.0
9	5	13	3531.0
9	6	13	4181.0
9	7	13	4843.0
9	8	13	5723.0
9	9	13	6215.0
0	0	14	119.0
0	1	14	101.0
0	2	14	126.0
0	3	14	121.0
0	4	14	108.0
0	5	14	119.0
0	6	14	105.0
0	7	14	98.0
0	8	14	101.0
0	9	14	93.0
1	0	14	126.0
1	1	14	124.0
1	2	14	120.0
1	3	14	125.0
1	4	14	117.0
1	5	14	110.0
1	6	14	117.0
1	7	14	100.0
1	8	14	89.0
1	9	14	108.0
2	0	14	180.0
2	1	14	178.0
2	2	14	186.0
2	3	14	177.0
2	4	14	167.0
2	5	14	175.0
2	6	14	160.0
2	7	14	159.0
2	8	14	163.0
2	9	14	148.0
3	0	14	443.0
3	1	14	448.0
3	2	14	413.0
3	3	14	441.0
3	4	14	436.0
3	5	14	395.0
3	6	14	350.0
3	7	14	323.0
3	8	14	276.0
3	9	14	277.0
4	0	14	769.0
4	1	14	732.0
4	2	14	730.0
4	3	14	752.0
4	4	14	746.0
4	5	14	739.0
4	6	14	769.0
4	7	14	770.0
4	8	14	764.0
4	9	14	727.0
5	0	14	1356.0
5	1	14	1444.0
5	2	14	1384.0
5	3	14	1324.0
5	4	14	1323.0
5	5	14	1376.0
5	6	14	1431.0
5	7	14	1374.0
5	8	14	1322.0
5	9	14	1298.0
6	0	14	1590.0
6	1	14	1638.0
6	2	14	1707.0
6	3	14	1715.0
6	4	14	1737.0
6	5	14	1763.0
6	6	14	1907.0
6	7	14	2024.0
6	8	14	1959.0
6	9	14	1890.0
7	0	14	1325.0
7	1	14	1389.0
7	2	14	1381.0
7	3	14	1488.0
7	4	14	1604.0
7	5	14	1606.0
7	6	14	1650.0
7	7	14	1748.0
7	8	14	1829.0
7	9	14	1807.0
8	0	14	2502.0
8	1	14	2434.0
8	2	14	2042.0
8	3	14	1867.0
8	4	14	1790.0
8	5	14	1365.0
8	6	14	1183.0
8	7	14	1014.0
8	8	14	890.0
8	9	14	816.0
9	0	14	1878.0
9	1	14	1851.0
9	2	14	1787.0
9	3	14	1586.0
9	4	14	1365.0
9	5	14	1188.0
9	6	14	1066.0
9	7	14	829.0
9	8	14	489.0
9	9	14	244.0
0	0	15	72.0
0	1	15	73.0
0	2	15	74.0
0	3	15	74.0
0	4	15	77.0
0	5	15	77.0
0	6	15	91.0
0	7	15	102.0
0	8	15	96.0
0	9	15	100.0
1	0	15	100.0
1	1	15	101.0
1	2	15	102.0
1	3	15	96.0
1	4	15	113.0
1	5	15	120.0
1	6	15	115.0
1	7	15	130.0
1	8	15	142.0
1	9	15	132.0
2	0	15	263.0
2	1	15	257.0
2	2	15	256.0
2	3	15	270.0
2	4	15	266.0
2	5	15	264.0
2	6	15	295.0
2	7	15	303.0
2	8	15	313.0
2	9	15	321.0
3	0	15	407.0
3	1	15	413.0
3	2	15	450.0
3	3	15	442.0
3	4	15	445.0
3	5	15	485.0
3	6	15	505.0
3	7	15	503.0
3	8	15	524.0
3	9	15	538.0
4	0	15	763.0
4	1	15	778.0
4	2	15	809.0
4	3	15	815.0
4	4	15	825.0
4	5	15	815.0
4	6	15	825.0
4	7	15	852.0
4	8	15	874.0
4	9	15	902.0
5	0	15	960.0
5	1	15	879.0
5	2	15	929.0
5	3	15	1013.0
5	4	15	1015.0
5	5	15	940.0
5	6	15	929.0
5	7	15	977.0
5	8	15	1021.0
5	9	15	1059.0
6	0	15	1031.0
6	1	15	956.0
6	2	15	909.0
6	3	15	896.0
6	4	15	801.0
6	5	15	755.0
6	6	15	652.0
6	7	15	549.0
6	8	15	558.0
6	9	15	556.0
7	0	15	1544.0
7	1	15	1469.0
7	2	15	1304.0
7	3	15	1118.0
7	4	15	900.0
7	5	15	686.0
7	6	15	475.0
7	7	15	328.0
7	8	15	257.0
7	9	15	178.0
8	0	15	1107.0
8	1	15	1073.0
8	2	15	1162.0
8	3	15	963.0
8	4	15	738.0
8	5	15	725.0
8	6	15	515.0
8	7	15	360.0
8	8	15	279.0
8	9	15	246.0
9	0	15	1480.0
9	1	15	1397.0
9	2	15	1281.0
9	3	15	1062.0
9	4	15	822.0
9	5	15	687.0
9	6	15	508.0
9	7	15	367.0
9	8	15	264.0
9	9	15	221.0
0	0	16	75.0
0	1	16	78.0
0	2	16	77.0
0	3	16	89.0
0	4	16	91.0
0	5	16	93.0
0	6	16	93.0
0	7	16	90.0
0	8	16	99.0
0	9	16	87.0
1	0	16	183.0
1	1	16	189.0
1	2	16	191.0
1	3	16	204.0
1	4	16	202.0
1	5	16	220.0
1	6	16	241.0
1	7	16	246.0
1	8	16	243.0
1	9	16	256.0
2	0	16	300.0
2	1	16	304.0
2	2	16	315.0
2	3	16	313.0
2	4	16	318.0
2	5	16	325.0
2	6	16	318.0
2	7	16	312.0
2	8	16	303.0
2	9	16	298.0
3	0	16	452.0
3	1	16	435.0
3	2	16	406.0
3	3	16	404.0
3	4	16	430.0
3	5	16	426.0
3	6	16	436.0
3	7	16	466.0
3	8	16	476.0
3	9	16	463.0
4	0	16	531.0
4	1	16	497.0
4	2	16	474.0
4	3	16	507.0
4	4	16	518.0
4	5	16	522.0
4	6	16	524.0
4	7	16	526.0
4	8	16	508.0
4	9	16	494.0
5	0	16	520.0
5	1	16	538.0
5	2	16	541.0
5	3	16	461.0
5	4	16	406.0
5	5	16	414.0
5	6	16	367.0
5	7	16	310.0
5	8	16	277.0
5	9	16	265.0
6	0	16	445.0
6	1	16	475.0
6	2	16	432.0
6	3	16	395.0
6	4	16	421.0
6	5	16	376.0
6	6	16	339.0
6	7	16	356.0
6	8	16	329.0
6	9	16	321.0
7	0	16	241.0
7	1	16	222.0
7	2	16	254.0
7	3	16	298.0
7	4	16	322.0
7	5	16	355.0
7	6	16	418.0
7	7	16	418.0
7	8	16	446.0
7	9	16	491.0
8	0	16	117.0
8	1	16	163.0
8	2	16	230.0
8	3	16	275.0
8	4	16	292.0
8	5	16	355.0
8	6	16	423.0
8	7	16	495.0
8	8	16	549.0
8	9	16	592.0
9	0	16	77.0
9	1	16	130.0
9	2	16	164.0
9	3	16	274.0
9	4	16	372.0
9	5	16	376.0
9	6	16	443.0
9	7	16	570.0
9	8	16	632.0
9	9	16	677.0
0	0	17	153.0
0	1	17	165.0
0	2	17	170.0
0	3	17	181.0
0	4	17	181.0
0	5	17	185.0
0	6	17	193.0
0	7	17	186.0
0	8	17	188.0
0	9	17	190.0
1	0	17	248.0
1	1	17	244.0
1	2	17	241.0
1	3	17	232.0
1	4	17	222.0
1	5	17	190.0
1	6	17	181.0
1	7	17	189.0
1	8	17	180.0
1	9	17	178.0
2	0	17	304.0
2	1	17	305.0
2	2	17	309.0
2	3	17	301.0
2	4	17	288.0
2	5	17	273.0
2	6	17	253.0
2	7	17	251.0
2	8	17	243.0
2	9	17	241.0
3	0	17	304.0
3	1	17	340.0
3	2	17	361.0
3	3	17	352.0
3	4	17	322.0
3	5	17	328.0
3	6	17	337.0
3	7	17	322.0
3	8	17	303.0
3	9	17	322.0
4	0	17	327.0
4	1	17	334.0
4	2	17	326.0
4	3	17	283.0
4	4	17	248.0
4	5	17	239.0
4	6	17	231.0
4	7	17	198.0
4	8	17	184.0
4	9	17	203.0
5	0	17	169.0
5	1	17	179.0
5	2	17	181.0
5	3	17	219.0
5	4	17	237.0
5	5	17	237.0
5	6	17	259.0
5	7	17	289.0
5	8	17	299.0
5	9	17	286.0
6	0	17	56.0
6	1	17	59.0
6	2	17	97.0
6	3	17	147.0
6	4	17	180.0
6	5	17	236.0
6	6	17	284.0
6	7	17	331.0
6	8	17	350.0
6	9	17	364.0
7	0	17	116.0
7	1	17	121.0
7	2	17	118.0
7	3	17	146.0
7	4	17	186.0
7	5	17	247.0
7	6	17	304.0
7	7	17	326.0
7	8	17	338.0
7	9	17	358.0
8	0	17	117.0
8	1	17	126.0
8	2	17	157.0
8	3	17	206.0
8	4	17	233.0
8	5	17	277.0
8	6	17	321.0
8	7	17	349.0
8	8	17	358.0
8	9	17	318.0
9	0	17	104.0
9	1	17	109.0
9	2	17	123.0
9	3	17	202.0
9	4	17	250.0
9	5	17	255.0
9	6	17	289.0
9	7	17	287.0
9	8	17	317.0
9	9	17	310.0
0	0	18	230.0
0	1	18	224.0
0	2	18	228.0
0	3	18	215.0
0	4	18	224.0
0	5	18	221.0
0	6	18	204.0
0	7	18	210.0
0	8	18	205.0
0	9	18	207.0
1	0	18	236.0
1	1	18	232.0
1	2	18	240.0
1	3	18	236.0
1	4	18	234.0
1	5	18	218.0
1	6	18	205.0
1	7	18	180.0
1	8	18	170.0
1	9	18	171.0
2	0	18	206.0
2	1	18	199.0
2	2	18	199.0
2	3	18	211.0
2	4	18	211.0
2	5	18	203.0
2	6	18	215.0
2	7	18	212.0
2	8	18	211.0
2	9	18	222.0
3	0	18	182.0
3	1	18	171.0
3	2	18	169.0
3	3	18	168.0
3	4	18	163.0
3	5	18	147.0
3	6	18	133.0
3	7	18	151.0
3	8	18	155.0
3	9	18	129.0
4	0	18	64.0
4	1	18	82.0
4	2	18	94.0
4	3	18	105.0
4	4	18	144.0
4	5	18	172.0
4	6	18	173.0
4	7	18	191.0
4	8	18	199.0
4	9	18	200.0
5	0	18	107.0
5	1	18	109.0
5	2	18	119.0
5	3	18	134.0
5	4	18	141.0
5	5	18	154.0
5	6	18	183.0
5	7	18	177.0
5	8	18	171.0
5	9	18	174.0
6	0	18	151.0
6	1	18	151.0
6	2	18	169.0
6	3	18	177.0
6	4	18	170.0
6	5	18	164.0
6	6	18	153.0
6	7	18	134.0
6	8	18	133.0
6	9	18	125.0
7	0	18	140.0
7	1	18	163.0
7	2	18	169.0
7	3	18	159.0
7	4	18	159.0
7	5	18	161.0
7	6	18	123.0
7	7	18	119.0
7	8	18	125.0
7	9	18	115.0
8	0	18	208.0
8	1	18	213.0
8	2	18	182.0
8	3	18	169.0
8	4	18	164.0
8	5	18	128.0
8	6	18	108.0
8	7	18	113.0
8	8	18	103.0
8	9	18	99.0
9	0	18	220.0
9	1	18	226.0
9	2	18	226.0
9	3	18	178.0
9	4	18	151.0
9	5	18	173.0
9	6	18	152.0
9	7	18	140.0
9	8	18	133.0
9	9	18	130.0
0	0	19	222.0
0	1	19	222.0
0	2	19	215.0
0	3	19	214.0
0	4	19	194.0
0	5	19	189.0
0	6	19	201.0
0	7	19	193.0
0	8	19	182.0
0	9	19	167.0
1	0	19	142.0
1	1	19	144.0
1	2	19	139.0
1	3	19	143.0
1	4	19	155.0
1	5	19	178.0
1	6	19	183.0
1	7	19	198.0
1	8	19	201.0
1	9	19	200.0
2	0	19	115.0
2	1	19	122.0
2	2	19	113.0
2	3	19	103.0
2	4	19	117.0
2	5	19	133.0
2	6	19	118.0
2	7	19	107.0
2	8	19	113.0
2	9	19	115.0
3	0	19	49.0
3	1	19	57.0
3	2	19	59.0
3	3	19	68.0
3	4	19	75.0
3	5	19	90.0
3	6	19	110.0
3	7	19	106.0
3	8	19	107.0
3	9	19	118.0
4	0	19	95.0
4	1	19	92.0
4	2	19	98.0
4	3	19	106.0
4	4	19	98.0
4	5	19	83.0
4	6	19	85.0
4	7	19	96.0
4	8	19	86.0
4	9	19	77.0
5	0	19	100.0
5	1	19	104.0
5	2	19	102.0
5	3	19	93.0
5	4	19	74.0
5	5	19	78.0
5	6	19	65.0
5	7	19	54.0
5	8	19	66.0
5	9	19	66.0
6	0	19	94.0
6	1	19	114.0
6	2	19	94.0
6	3	19	79.0
6	4	19	72.0
6	5	19	62.0
6	6	19	57.0
6	7	19	42.0
6	8	19	40.0
6	9	19	42.0
7	0	19	119.0
7	1	19	99.0
7	2	19	104.0
7	3	19	104.0
7	4	19	92.0
7	5	19	67.0
7	6	19	63.0
7	7	19	57.0
7	8	19	38.0
7	9	19	38.0
8	0	19	80.0
8	1	19	68.0
8	2	19	86.0
8	3	19	88.0
8	4	19	77.0
8	5	19	68.0
8	6	19	67.0
8	7	19	55.0
8	8	19	53.0
8	9	19	51.0
9	0	19	82.0
9	1	19	85.0
9	2	19	101.0
9	3	19	88.0
9	4	19	85.0
9	5	19	70.0
9	6	19	57.0
9	7	19	34.0
9	8	19	24.0
9	9	19	20.0
0	0	20	146.0
0	1	20	144.0
0	2	20	147.0
0	3	20	146.0
0	4	20	145.0
0	5	20	142.0
0	6	20	143.0
0	7	20	149.0
0	8	20	146.0
0	9	20	147.0
1	0	20	98.0
1	1	20	100.0
1	2	20	103.0
1	3	20	109.0
1	4	20	108.0
1	5	20	105.0
1	6	20	112.0
1	7	20	117.0
1	8	20	109.0
1	9	20	112.0
2	0	20	86.0
2	1	20	82.0
2	2	20	89.0
2	3	20	97.0
2	4	20	88.0
2	5	20	77.0
2	6	20	81.0
2	7	20	86.0
2	8	20	81.0
2	9	20	77.0
3	0	20	91.0
3	1	20	91.0
3	2	20	96.0
3	3	20	84.0
3	4	20	83.0
3	5	20	77.0
3	6	20	67.0
3	7	20	59.0
3	8	20	63.0
3	9	20	70.0
4	0	20	59.0
4	1	20	58.0
4	2	20	48.0
4	3	20	45.0
4	4	20	47.0
4	5	20	44.0
4	6	20	44.0
4	7	20	36.0
4	8	20	32.0
4	9	20	29.0
5	0	20	50.0
5	1	20	49.0
5	2	20	50.0
5	3	20	43.0
5	4	20	47.0
5	5	20	46.0
5	6	20	43.0
5	7	20	40.0
5	8	20	34.0
5	9	20	32.0
6	0	20	174.0
6	1	20	76.0
6	2	20	48.0
6	3	20	46.0
6	4	20	43.0
6	5	20	43.0
6	6	20	48.0
6	7	20	52.0
6	8	20	48.0
6	9	20	50.0
7	0	20	26.0
7	1	20	36.0
7	2	20	29.0
7	3	20	26.0
7	4	20	31.0
7	5	20	37.0
7	6	20	36.0
7	7	20	42.0
7	8	20	47.0
7	9	20	40.0
8	0	20	40.0
8	1	20	48.0
8	2	20	42.0
8	3	20	28.0
8	4	20	32.0
8	5	20	35.0
8	6	20	31.0
8	7	20	40.0
8	8	20	39.0
8	9	20	34.0
9	0	20	51.0
9	1	20	49.0
9	2	20	38.0
9	3	20	35.0
9	4	20	30.0
9	5	20	27.0
9	6	20	34.0
9	7	20	41.0
9	8	20	185.0
9	9	20	722.0
0	0	21	66.0
0	1	21	67.0
0	2	21	64.0
0	3	21	72.0
0	4	21	79.0
0	5	21	84.0
0	6	21	76.0
0	7	21	72.0
0	8	21	80.0
0	9	21	87.0
1	0	21	92.0
1	1	21	101.0
1	2	21	104.0
1	3	21	97.0
1	4	21	95.0
1	5	21	100.0
1	6	21	93.0
1	7	21	91.0
1	8	21	87.0
1	9	21	88.0
2	0	21	75.0
2	1	21	83.0
2	2	21	80.0
2	3	21	68.0
2	4	21	71.0
2	5	21	79.0
2	6	21	71.0
2	7	21	66.0
2	8	21	73.0
2	9	21	75.0
3	0	21	58.0
3	1	21	54.0
3	2	21	52.0
3	3	21	53.0
3	4	21	51.0
3	5	21	52.0
3	6	21	45.0
3	7	21	43.0
3	8	21	41.0
3	9	21	34.0
4	0	21	39.0
4	1	21	39.0
4	2	21	40.0
4	3	21	33.0
4	4	21	34.0
4	5	21	38.0
4	6	21	36.0
4	7	21	42.0
4	8	21	39.0
4	9	21	42.0
5	0	21	20.0
5	1	21	21.0
5	2	21	18.0
5	3	21	22.0
5	4	21	23.0
5	5	21	27.0
5	6	21	25.0
5	7	21	31.0
5	8	21	38.0
5	9	21	38.0
6	0	21	20.0
6	1	21	21.0
6	2	21	24.0
6	3	21	22.0
6	4	21	18.0
6	5	21	21.0
6	6	21	21.0
6	7	21	13.0
6	8	21	18.0
6	9	21	22.0
7	0	21	22.0
7	1	21	23.0
7	2	21	20.0
7	3	21	16.0
7	4	21	17.0
7	5	21	15.0
7	6	21	17.0
7	7	21	17.0
7	8	21	15.0
