Signal data for event #4948 with energy 102.69003724741155
<z>	<x>	<t>	<nph>
9	7	14	115.0
9	8	14	114.0
9	9	14	115.0
0	0	15	31.0
0	1	15	47.0
0	2	15	43.0
0	3	15	42.0
0	4	15	52.0
0	5	15	59.0
0	6	15	65.0
0	7	15	68.0
0	8	15	67.0
0	9	15	70.0
1	0	15	43.0
1	1	15	39.0
1	2	15	44.0
1	3	15	45.0
1	4	15	48.0
1	5	15	51.0
1	6	15	66.0
1	7	15	83.0
1	8	15	82.0
1	9	15	87.0
2	0	15	36.0
2	1	15	39.0
2	2	15	41.0
2	3	15	48.0
2	4	15	53.0
2	5	15	75.0
2	6	15	85.0
2	7	15	100.0
2	8	15	126.0
2	9	15	122.0
3	0	15	29.0
3	1	15	32.0
3	2	15	34.0
3	3	15	32.0
3	4	15	33.0
3	5	15	42.0
3	6	15	61.0
3	7	15	79.0
3	8	15	89.0
3	9	15	103.0
4	0	15	24.0
4	1	15	25.0
4	2	15	26.0
4	3	15	26.0
4	4	15	25.0
4	5	15	32.0
4	6	15	46.0
4	7	15	66.0
4	8	15	92.0
4	9	15	106.0
5	0	15	25.0
5	1	15	29.0
5	2	15	28.0
5	3	15	26.0
5	4	15	24.0
5	5	15	34.0
5	6	15	58.0
5	7	15	66.0
5	8	15	81.0
5	9	15	97.0
6	0	15	20.0
6	1	15	24.0
6	2	15	24.0
6	3	15	26.0
6	4	15	30.0
6	5	15	47.0
6	6	15	52.0
6	7	15	63.0
6	8	15	75.0
6	9	15	66.0
7	0	15	47.0
7	1	15	48.0
7	2	15	47.0
7	3	15	52.0
7	4	15	61.0
7	5	15	59.0
7	6	15	55.0
7	7	15	59.0
7	8	15	49.0
7	9	15	50.0
8	0	15	71.0
8	1	15	83.0
8	2	15	86.0
8	3	15	86.0
8	4	15	88.0
8	5	15	83.0
8	6	15	79.0
8	7	15	75.0
8	8	15	75.0
8	9	15	68.0
9	0	15	102.0
9	1	15	106.0
9	2	15	104.0
9	3	15	94.0
9	4	15	80.0
9	5	15	69.0
9	6	15	65.0
9	7	15	61.0
9	8	15	57.0
9	9	15	56.0
0	0	16	14.0
0	1	16	13.0
0	2	16	18.0
0	3	16	23.0
0	4	16	31.0
0	5	16	31.0
0	6	16	36.0
0	7	16	40.0
0	8	16	48.0
0	9	16	49.0
1	0	16	20.0
1	1	16	26.0
1	2	16	28.0
1	3	16	36.0
1	4	16	40.0
1	5	16	43.0
1	6	16	39.0
1	7	16	37.0
1	8	16	37.0
1	9	16	30.0
2	0	16	39.0
2	1	16	46.0
2	2	16	46.0
2	3	16	47.0
2	4	16	47.0
2	5	16	41.0
2	6	16	37.0
2	7	16	33.0
2	8	16	27.0
2	9	16	30.0
3	0	16	20.0
3	1	16	30.0
3	2	16	42.0
3	3	16	47.0
3	4	16	56.0
3	5	16	57.0
3	6	16	57.0
3	7	16	47.0
3	8	16	46.0
3	9	16	47.0
4	0	16	25.0
4	1	16	27.0
4	2	16	35.0
4	3	16	42.0
4	4	16	49.0
4	5	16	53.0
4	6	16	46.0
4	7	16	36.0
4	8	16	30.0
4	9	16	31.0
5	0	16	19.0
5	1	16	17.0
5	2	16	22.0
5	3	16	28.0
5	4	16	35.0
5	5	16	43.0
5	6	16	39.0
5	7	16	39.0
5	8	16	35.0
5	9	16	31.0
6	0	16	28.0
6	1	16	29.0
6	2	16	28.0
6	3	16	39.0
6	4	16	44.0
6	5	16	51.0
6	6	16	56.0
6	7	16	54.0
6	8	16	54.0
6	9	16	62.0
7	0	16	30.0
7	1	16	35.0
7	2	16	34.0
7	3	16	39.0
7	4	16	49.0
7	5	16	56.0
7	6	16	68.0
7	7	16	71.0
7	8	16	80.0
7	9	16	78.0
8	0	16	61.0
8	1	16	58.0
8	2	16	48.0
8	3	16	43.0
8	4	16	44.0
8	5	16	46.0
8	6	16	54.0
8	7	16	57.0
8	8	16	62.0
8	9	16	68.0
9	0	16	47.0
9	1	16	49.0
9	2	16	51.0
9	3	16	56.0
9	4	16	58.0
9	5	16	60.0
9	6	16	56.0
9	7	16	57.0
9	8	16	58.0
9	9	16	48.0
0	0	17	22.0
0	1	17	26.0
0	2	17	25.0
0	3	17	26.0
0	4	17	25.0
0	5	17	21.0
0	6	17	16.0
0	7	17	12.0
0	8	17	6.0
0	9	17	6.0
1	0	17	29.0
1	1	17	24.0
1	2	17	20.0
1	3	17	21.0
1	4	17	15.0
1	5	17	13.0
1	6	17	17.0
1	7	17	13.0
1	8	17	14.0
1	9	17	18.0
2	0	17	36.0
2	1	17	30.0
2	2	17	27.0
2	3	17	17.0
2	4	17	17.0
2	5	17	19.0
2	6	17	16.0
2	7	17	16.0
2	8	17	14.0
2	9	17	17.0
3	0	17	60.0
3	1	17	55.0
3	2	17	38.0
3	3	17	28.0
3	4	17	17.0
3	5	17	12.0
3	6	17	10.0
3	7	17	8.0
3	8	17	9.0
3	9	17	10.0
4	0	17	56.0
4	1	17	52.0
4	2	17	37.0
4	3	17	31.0
4	4	17	26.0
4	5	17	22.0
4	6	17	23.0
4	7	17	24.0
4	8	17	25.0
4	9	17	24.0
5	0	17	63.0
5	1	17	66.0
5	2	17	56.0
5	3	17	51.0
5	4	17	45.0
5	5	17	34.0
5	6	17	29.0
5	7	17	27.0
5	8	17	26.0
5	9	17	23.0
6	0	17	46.0
6	1	17	46.0
6	2	17	50.0
6	3	17	48.0
6	4	17	46.0
6	5	17	46.0
6	6	17	39.0
6	7	17	40.0
6	8	17	37.0
6	9	17	38.0
7	0	17	54.0
7	1	17	48.0
7	2	17	52.0
7	3	17	53.0
7	4	17	42.0
7	5	17	39.0
7	6	17	38.0
7	7	17	30.0
7	8	17	30.0
7	9	17	31.0
8	0	17	26.0
8	1	17	29.0
8	2	17	34.0
8	3	17	36.0
8	4	17	43.0
8	5	17	48.0
8	6	17	46.0
8	7	17	47.0
8	8	17	41.0
8	9	17	40.0
9	0	17	25.0
9	1	17	28.0
9	2	17	31.0
9	3	17	34.0
9	4	17	36.0
9	5	17	38.0
9	6	17	51.0
9	7	17	53.0
9	8	17	50.0
9	9	17	61.0
0	0	18	22.0
0	1	18	15.0
0	2	18	16.0
0	3	18	11.0
0	4	18	4.0
0	5	18	3.0
0	6	18	1.0
0	7	18	3.0
0	8	18	1.0
0	9	18	1.0
1	0	18	13.0
1	1	18	17.0
1	2	18	14.0
1	3	18	12.0
1	4	18	12.0
1	5	18	7.0
1	6	18	5.0
1	7	18	4.0
1	8	18	2.0
1	9	18	1.0
2	0	18	8.0
2	1	18	10.0
2	2	18	8.0
2	3	18	12.0
2	4	18	11.0
2	5	18	12.0
2	6	18	9.0
2	7	18	7.0
2	8	18	11.0
2	9	18	7.0
3	0	18	6.0
3	1	18	3.0
3	2	18	8.0
3	3	18	10.0
3	4	18	14.0
3	5	18	14.0
3	6	18	167.0
3	7	18	13.0
3	8	18	14.0
3	9	18	13.0
4	0	18	25.0
4	1	18	24.0
4	2	18	29.0
4	3	18	27.0
4	4	18	25.0
4	5	18	22.0
4	6	18	17.0
4	7	18	17.0
4	8	18	13.0
4	9	18	12.0
5	0	18	34.0
5	1	18	31.0
5	2	18	36.0
5	3	18	31.0
5	4	18	31.0
5	5	18	30.0
5	6	18	34.0
5	7	18	33.0
5	8	18	36.0
5	9	18	39.0
6	0	18	46.0
6	1	18	46.0
6	2	18	41.0
6	3	18	33.0
6	4	18	32.0
6	5	18	28.0
6	6	18	22.0
6	7	18	23.0
6	8	18	21.0
6	9	18	17.0
7	0	18	33.0
7	1	18	34.0
7	2	18	30.0
7	3	18	23.0
7	4	18	24.0
7	5	18	20.0
7	6	18	17.0
7	7	18	19.0
7	8	18	19.0
7	9	18	18.0
8	0	18	27.0
8	1	18	23.0
8	2	18	27.0
8	3	18	27.0
8	4	18	22.0
8	5	18	22.0
8	6	18	25.0
8	7	18	27.0
8	8	18	29.0
8	9	18	27.0
9	0	18	25.0
9	1	18	29.0
9	2	18	30.0
9	3	18	29.0
9	4	18	30.0
9	5	18	26.0
9	6	18	19.0
9	7	18	19.0
9	8	18	17.0
9	9	18	17.0
0	0	19	1.0
0	1	19	1.0
0	2	19	2.0
0	3	19	2.0
0	4	19	3.0
0	5	19	4.0
0	6	19	4.0
0	7	19	4.0
0	8	19	2.0
1	0	19	2.0
1	1	19	2.0
1	2	19	2.0
1	3	19	1.0
1	5	19	4.0
1	6	19	4.0
1	7	19	5.0
1	8	19	4.0
1	9	19	3.0
2	0	19	4.0
2	1	19	3.0
2	2	19	3.0
2	3	19	2.0
2	4	19	3.0
2	5	19	3.0
2	6	19	7.0
2	7	19	7.0
2	8	19	5.0
2	9	19	5.0
3	0	19	7.0
3	1	19	9.0
3	2	19	10.0
3	3	19	12.0
3	4	19	18.0
3	5	19	51.0
3	6	19	9.0
3	7	19	54.0
3	8	19	23.0
3	9	19	15.0
4	0	19	12.0
4	1	19	11.0
4	2	19	11.0
4	3	19	10.0
4	4	19	12.0
4	5	19	15.0
4	6	19	21.0
4	7	19	23.0
4	8	19	23.0
4	9	19	22.0
5	0	19	14.0
5	1	19	12.0
5	2	19	15.0
5	3	19	18.0
5	4	19	16.0
5	5	19	21.0
5	6	19	20.0
5	7	19	20.0
5	8	19	15.0
5	9	19	17.0
6	0	19	15.0
6	1	19	13.0
6	2	19	15.0
6	3	19	18.0
6	4	19	17.0
6	5	19	18.0
6	6	19	23.0
6	7	19	22.0
6	8	19	21.0
6	9	19	20.0
7	0	19	17.0
7	1	19	20.0
7	2	19	20.0
7	3	19	23.0
7	4	19	22.0
7	5	19	26.0
7	6	19	23.0
7	7	19	22.0
7	8	19	21.0
7	9	19	16.0
8	0	19	20.0
8	1	19	22.0
8	2	19	20.0
8	3	19	17.0
8	4	19	16.0
8	5	19	14.0
8	6	19	13.0
8	7	19	12.0
8	8	19	10.0
8	9	19	11.0
9	0	19	17.0
9	1	19	12.0
9	2	19	12.0
9	3	19	10.0
9	4	19	11.0
9	5	19	13.0
9	6	19	10.0
9	7	19	10.0
9	8	19	12.0
9	9	19	11.0
0	8	20	2.0
0	9	20	2.0
1	9	20	1.0
2	0	20	1.0
2	1	20	1.0
2	2	20	2.0
2	3	20	2.0
2	4	20	1.0
2	5	20	1.0
2	6	20	1.0
2	9	20	2.0
3	0	20	3.0
3	1	20	3.0
3	2	20	2.0
3	3	20	3.0
3	4	20	3.0
3	5	20	4.0
3	6	20	3.0
3	7	20	3.0
3	8	20	3.0
3	9	20	2.0
4	0	20	2.0
4	1	20	3.0
4	2	20	5.0
4	3	20	7.0
4	4	20	6.0
4	5	20	4.0
4	6	20	3.0
4	7	20	1.0
4	9	20	2.0
5	0	20	2.0
5	1	20	2.0
5	2	20	2.0
5	3	20	3.0
5	4	20	4.0
5	5	20	3.0
5	6	20	2.0
5	7	20	6.0
5	8	20	9.0
5	9	20	6.0
6	0	20	6.0
6	1	20	7.0
6	2	20	8.0
6	3	20	9.0
6	4	20	8.0
6	5	20	6.0
6	6	20	7.0
6	7	20	6.0
6	8	20	5.0
6	9	20	12.0
7	0	20	7.0
7	1	20	6.0
7	2	20	6.0
7	3	20	8.0
7	4	20	9.0
7	5	20	9.0
7	6	20	9.0
7	7	20	9.0
7	8	20	7.0
7	9	20	10.0
8	0	20	2.0
8	1	20	2.0
8	2	20	2.0
8	3	20	6.0
8	4	20	6.0
8	5	20	6.0
8	6	20	6.0
8	7	20	4.0
8	8	20	5.0
8	9	20	4.0
9	0	20	4.0
9	1	20	4.0
9	2	20	4.0
9	3	20	3.0
9	4	20	2.0
9	6	20	1.0
9	7	20	2.0
9	8	20	1.0
5	7	21	1.0
5	8	21	2.0
5	9	21	1.0
9	6	22	2.0
9	7	22	7.0
9	8	22	2.0
1	1	40	2.0
0	0	41	2.0
0	1	41	2.0
0	2	41	1.0
0	3	41	1.0
0	4	41	1.0
1	0	41	3.0
1	1	41	1.0
1	2	41	3.0
1	3	41	2.0
1	4	41	1.0
1	5	41	1.0
1	6	41	1.0
2	0	41	2.0
2	1	41	2.0
2	2	41	1.0
2	3	41	1.0
2	4	41	1.0
